srrecordid,servicerequestnum,srtype,methodreceived,createddate,srstatus,statusdate,duedate,agency,lastactivity,address,zipcode,neighborhood,councildistrict,policedistrict,geolocation.latitude,geolocation.longitude,geolocation.human_address,lastactivitydate,outcome,closedate,crimedate,crimecode,location,description,inside_outside,weapon,post,district,neighborhood.1,premise,total_incidents,crimetime,vri_name1,geometry
5004M00000eq3lgQAA,20-00608333,SW-HGW,API,2020-09-04T13:33:36Z,Open,2020-09-04T13:33:36Z,2020-10-20T13:33:36Z,Solid Waste,Service Response,"100 S DEAN ST, Baltimore City, 21224",21224,BALTIMORE HIGHLANDS,2,Southeastern,39.29068030824808,-76.56683226814641,NA,NA,NA,NA,2020-10-03,9S,100 S CONKLING ST,SHOOTING,Outside,FIREARM,223,SOUTHEAST,BALTIMORE HIGHLANDS,STREET,1,08:46:00,NA,"c(-76.5668322681464, 39.2906803082481)"
5004M00000fXXfsQAG,20-00651791,SW-Cleaning,API,2020-09-22T17:18:10Z,Open,2020-09-22T17:18:10Z,2020-11-05T17:18:10Z,Solid Waste,Service Response,"3436 LEVERTON AVE, Baltimore City, 21224",21224,BALTIMORE HIGHLANDS,1,Southeastern,39.29194756222258,-76.56810363010565,NA,NA,NA,NA,2020-10-03,9S,100 S CONKLING ST,SHOOTING,Outside,FIREARM,223,SOUTHEAST,BALTIMORE HIGHLANDS,STREET,1,08:46:00,NA,"c(-76.5681036301057, 39.2919475622226)"
5004M00000fXhEUQA0,20-00656099,HCD-Illegal Dumping,API,2020-09-24T00:02:20Z,Open,2020-10-14T14:05:14Z,2020-09-29T00:02:20Z,Housing,Service Response,"1 BLK S DEAN ST, Baltimore City, 21224",21224,BALTIMORE HIGHLANDS,2,Southeastern,39.29166047781996,-76.56677579921993,NA,NA,NA,NA,2020-10-03,9S,100 S CONKLING ST,SHOOTING,Outside,FIREARM,223,SOUTHEAST,BALTIMORE HIGHLANDS,STREET,1,08:46:00,NA,"c(-76.5667757992199, 39.29166047782)"
5004M00000fY1MbQAK,20-00665092,HCD-Illegal Dumping,Phone,2020-09-28T14:25:54Z,Open,2020-10-14T14:52:58Z,2020-10-03T14:25:54Z,Housing,Service Response,"3527 E BALTIMORE ST, Baltimore City, 21224",21224,BALTIMORE HIGHLANDS,1,Southeastern,39.29240096620863,-76.56771404748352,NA,NA,NA,NA,2020-10-03,9S,100 S CONKLING ST,SHOOTING,Outside,FIREARM,223,SOUTHEAST,BALTIMORE HIGHLANDS,STREET,1,08:46:00,NA,"c(-76.5677140474835, 39.2924009662086)"
5004M00000fYOChQAO,20-00674315,SW-Dirty Alley,Phone,2020-10-01T14:43:24Z,New,2020-10-01T14:43:24Z,2020-10-13T14:43:24Z,Solid Waste,Service Response,"3509 LEVERTON AVE, Baltimore City, 21224",21224,BALTIMORE HIGHLANDS,1,Southeastern,39.29175344959805,-76.5679157442921,NA,NA,NA,NA,2020-10-03,9S,100 S CONKLING ST,SHOOTING,Outside,FIREARM,223,SOUTHEAST,BALTIMORE HIGHLANDS,STREET,1,08:46:00,NA,"c(-76.5679157442921, 39.291753449598)"
5004M00000fYVC0QAO,20-00676994,HCD-Illegal Dumping,Phone,2020-10-02T14:46:26Z,Open,2020-10-13T19:37:07Z,2020-10-07T14:46:26Z,Housing,Service Response,"3529 E BALTIMORE ST, Baltimore City, 21224",21224,BALTIMORE HIGHLANDS,1,Southeastern,39.29240145453187,-76.5676632149659,NA,NA,NA,NA,2020-10-03,9S,100 S CONKLING ST,SHOOTING,Outside,FIREARM,223,SOUTHEAST,BALTIMORE HIGHLANDS,STREET,1,08:46:00,NA,"c(-76.5676632149659, 39.2924014545319)"
5004M00000fZ4jLQAS,20-00692595,HCD-Illegal Dumping,Phone,2020-10-08T21:22:32Z,New,2020-10-08T21:22:32Z,2020-10-13T21:22:32Z,Housing,Service Response,"3405 LEVERTON AVE, Baltimore City, 21224",21224,BALTIMORE HIGHLANDS,1,Southeastern,39.291703014360344,-76.5688958366151,NA,NA,NA,NA,2020-10-03,9S,100 S CONKLING ST,SHOOTING,Outside,FIREARM,223,SOUTHEAST,BALTIMORE HIGHLANDS,STREET,1,08:46:00,NA,"c(-76.5688958366151, 39.2917030143603)"
5004M00000fZbqUQAS,20-00705499,SW-Dirty Alley,Phone,2020-10-15T13:05:17Z,New,2020-10-15T13:05:17Z,2020-10-26T13:05:17Z,Solid Waste,Service Response,"206 S CONKLING ST, Baltimore City, 21224",21224,HIGHLANDTOWN,1,Southeastern,39.29003625956013,-76.5675868765256,NA,NA,NA,NA,2020-10-03,9S,100 S CONKLING ST,SHOOTING,Outside,FIREARM,223,SOUTHEAST,BALTIMORE HIGHLANDS,STREET,1,08:46:00,NA,"c(-76.5675868765256, 39.2900362595601)"
5004M00000fZCKxQAO,20-00695758,SW-Dirty Alley,Phone,2020-10-10T13:52:24Z,New,2020-10-10T13:52:24Z,2020-10-21T13:52:24Z,Solid Waste,Service Response,"3446 LEVERTON AVE, Baltimore City, 21224",21224,BALTIMORE HIGHLANDS,1,Southeastern,39.291955521615435,-76.56789186059575,NA,NA,NA,NA,2020-10-03,9S,100 S CONKLING ST,SHOOTING,Outside,FIREARM,223,SOUTHEAST,BALTIMORE HIGHLANDS,STREET,1,08:46:00,NA,"c(-76.5678918605958, 39.2919555216154)"
5004M00000fZCL2QAO,20-00695760,SW-Dirty Alley,Phone,2020-10-10T13:53:57Z,New,2020-10-10T13:53:57Z,2020-10-21T13:53:57Z,Solid Waste,Service Response,"3700 E LOMBARD ST, Baltimore City, 21224",21224,BALTIMORE HIGHLANDS,2,Southeastern,39.29156450713025,-76.5667085264867,NA,NA,NA,NA,2020-10-03,9S,100 S CONKLING ST,SHOOTING,Outside,FIREARM,223,SOUTHEAST,BALTIMORE HIGHLANDS,STREET,1,08:46:00,NA,"c(-76.5667085264867, 39.2915645071303)"
5004M00000fZmK5QAK,20-00709980,SW-Dirty Alley,System,2020-10-16T20:41:18Z,New,2020-10-16T20:41:18Z,2020-10-27T20:41:18Z,Solid Waste,Service Response,"3600 BLK LEVERTON AVE, Baltimore City, 21224",21224,BALTIMORE HIGHLANDS,2,Southeastern,39.29188139028581,-76.5671438956197,NA,NA,NA,NA,2020-10-03,9S,100 S CONKLING ST,SHOOTING,Outside,FIREARM,223,SOUTHEAST,BALTIMORE HIGHLANDS,STREET,1,08:46:00,NA,"c(-76.5671438956197, 39.2918813902858)"
5004M00000fZmKeQAK,20-00709986,SW-Dirty Street,System,2020-10-16T20:44:53Z,New,2020-10-16T20:44:52Z,2020-10-27T20:44:52Z,Solid Waste,Service Response,"3700 BLK LEVERTON AVE, Baltimore City, 21224",21224,BALTIMORE HIGHLANDS,2,Southeastern,39.29192247013315,-76.56621536140193,NA,NA,NA,NA,2020-10-03,9S,100 S CONKLING ST,SHOOTING,Outside,FIREARM,223,SOUTHEAST,BALTIMORE HIGHLANDS,STREET,1,08:46:00,NA,"c(-76.5662153614019, 39.2919224701332)"
5004M00000fZmLhQAK,20-00709995,SW-Dirty Street,System,2020-10-16T20:48:15Z,New,2020-10-16T20:48:15Z,2020-10-27T20:48:15Z,Solid Waste,Service Response,"3500 LEVERTON AVE, BC",21224,BALTIMORE HIGHLANDS,1,Southeastern,39.29188678371415,-76.56769595587402,NA,NA,NA,NA,2020-10-03,9S,100 S CONKLING ST,SHOOTING,Outside,FIREARM,223,SOUTHEAST,BALTIMORE HIGHLANDS,STREET,1,08:46:00,NA,"c(-76.567695955874, 39.2918867837141)"
5004M00000fZmMGQA0,20-00709998,SW-Dirty Alley,System,2020-10-16T20:50:08Z,New,2020-10-16T20:50:08Z,2020-10-27T20:50:08Z,Solid Waste,Service Response,"3400 LEVERTON AVE, Baltimore City, 21224",21224,BALTIMORE HIGHLANDS,1,Southeastern,39.29193476649847,-76.56887091281786,NA,NA,NA,NA,2020-10-03,9S,100 S CONKLING ST,SHOOTING,Outside,FIREARM,223,SOUTHEAST,BALTIMORE HIGHLANDS,STREET,1,08:46:00,NA,"c(-76.5688709128179, 39.2919347664985)"
